scorer,DLC_resnet50_bottomup_clearSep21shuffle1_1030000,DLC_resnet50_bottomup_clearSep21shuffle1_1030000,DLC_resnet50_bottomup_clearSep21shuffle1_1030000,DLC_resnet50_bottomup_clearSep21shuffle1_1030000,DLC_resnet50_bottomup_clearSep21shuffle1_1030000,DLC_resnet50_bottomup_clearSep21shuffle1_1030000,DLC_resnet50_bottomup_clearSep21shuffle1_1030000,DLC_resnet50_bottomup_clearSep21shuffle1_1030000,DLC_resnet50_bottomup_clearSep21shuffle1_1030000,DLC_resnet50_bottomup_clearSep21shuffle1_1030000,DLC_resnet50_bottomup_clearSep21shuffle1_1030000,DLC_resnet50_bottomup_clearSep21shuffle1_1030000,DLC_resnet50_bottomup_clearSep21shuffle1_1030000,DLC_resnet50_bottomup_clearSep21shuffle1_1030000,DLC_resnet50_bottomup_clearSep21shuffle1_1030000,DLC_resnet50_bottomup_clearSep21shuffle1_1030000,DLC_resnet50_bottomup_clearSep21shuffle1_1030000,DLC_resnet50_bottomup_clearSep21shuffle1_1030000
bodyparts,snout,snout,snout,right-forepaw,right-forepaw,right-forepaw,left-forepaw,left-forepaw,left-forepaw,right-hindpaw,right-hindpaw,right-hindpaw,left-hindpaw,left-hindpaw,left-hindpaw,tail-base,tail-base,tail-base
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
18,616.9880981445312,350.7678527832031,0.999997615814209,625.25537109375,311.8090515136719,0.999996542930603,604.8402099609375,326.9533386230469,0.9999991655349731,612.4307861328125,254.96913146972656,0.9999998807907104,580.6835327148438,285.93359375,0.9999996423721313,571.658935546875,250.45851135253906,0.9999980926513672
19,616.606689453125,353.5722351074219,0.9999992847442627,625.3347778320312,312.27978515625,0.9999980926513672,606.2805786132812,325.5978088378906,0.9999994039535522,611.8634643554688,255.41958618164062,0.9999998807907104,580.0309448242188,285.66314697265625,0.9999997615814209,573.2208251953125,251.35682678222656,0.9999979734420776
20,615.8265380859375,354.580322265625,0.9999997615814209,625.1524047851562,313.2022705078125,0.9999978542327881,604.17724609375,324.9950256347656,0.9999994039535522,611.8616333007812,255.99082946777344,1.0,579.7069702148438,285.6449890136719,0.9999997615814209,575.0348510742188,253.15298461914062,0.9999994039535522
21,614.8366088867188,356.3755798339844,0.9999998807907104,624.7595825195312,312.30682373046875,0.9999979734420776,605.2957763671875,325.39404296875,0.9999990463256836,612.4989624023438,256.91241455078125,1.0,579.7047119140625,285.61712646484375,0.9999997615814209,575.121826171875,253.8785858154297,0.9999992847442627
22,614.0953369140625,356.8085632324219,0.9999998807907104,624.172119140625,313.0392150878906,0.999997615814209,605.2831420898438,324.6761779785156,0.9999990463256836,612.318359375,256.9836120605469,1.0,579.6126708984375,285.4885559082031,0.9999996423721313,575.57421875,254.009521484375,0.9999994039535522
23,612.7427368164062,359.5830383300781,0.9999998807907104,624.0062255859375,312.68109130859375,0.9999971389770508,605.9310302734375,324.4446716308594,0.9999985694885254,614.8056640625,263.0062255859375,1.0,579.27978515625,286.1035461425781,0.9999996423721313,577.7604370117188,255.1643524169922,0.9999997615814209
24,610.427001953125,360.6918640136719,0.9999994039535522,619.9470825195312,312.88037109375,0.9999977350234985,606.2426147460938,326.1084289550781,0.9999985694885254,621.9227905273438,284.5763854980469,0.9999680519104004,578.3784790039062,285.5737609863281,0.9999997615814209,583.2412109375,257.2585754394531,0.9999998807907104
25,609.659912109375,364.6103210449219,0.9999997615814209,619.7454223632812,313.7477722167969,0.9999961853027344,604.6282348632812,326.6751403808594,0.9999979734420776,624.4771118164062,297.2906188964844,0.9999996423721313,579.7402954101562,284.5063171386719,0.9999998807907104,589.4007568359375,259.9883117675781,0.9999998807907104
26,608.0684204101562,366.9307556152344,0.9999955892562866,614.4611206054688,320.7942810058594,0.9999361038208008,603.2625122070312,325.7095947265625,0.9999531507492065,625.7000732421875,299.70074462890625,0.9999998807907104,580.3851928710938,286.0211486816406,0.9999998807907104,593.2227172851562,260.3540954589844,1.0
27,604.6854858398438,370.98846435546875,0.9999986886978149,618.6436157226562,325.9100341796875,0.9999880790710449,605.1441040039062,326.0650939941406,0.999991774559021,626.9788818359375,300.95452880859375,1.0,581.55419921875,289.1656188964844,1.0,594.4574584960938,264.39788818359375,1.0
28,598.286376953125,372.4974365234375,0.9999995231628418,620.6476440429688,331.5287780761719,0.9999858140945435,602.389404296875,327.1317443847656,0.9999963045120239,627.7424926757812,300.4293518066406,1.0,582.9758911132812,325.6958312988281,0.9995107650756836,596.8511962890625,266.82757568359375,1.0
29,593.4415283203125,374.6870422363281,0.9999997615814209,615.7173461914062,335.93133544921875,0.9999834299087524,603.3568725585938,329.5850524902344,0.9999980926513672,626.7277221679688,299.72711181640625,1.0,584.2461547851562,323.7521667480469,0.9999995231628418,593.0299682617188,268.41357421875,1.0
30,588.4973754882812,376.27410888671875,0.9999977350234985,614.2402954101562,332.93023681640625,0.999962568283081,603.2649536132812,330.0809326171875,0.9999946355819702,626.3564453125,300.94488525390625,1.0,584.4158325195312,324.5039367675781,0.9999927282333374,589.7542724609375,270.8264465332031,0.9999996423721313
31,589.1106567382812,376.7011413574219,0.9999957084655762,613.2201538085938,335.5798034667969,0.9999709129333496,600.3778076171875,333.50299072265625,0.999984622001648,626.0637817382812,301.85888671875,0.9999998807907104,584.61181640625,324.2567138671875,0.9999982118606567,590.7145385742188,271.77447509765625,0.9999997615814209
32,585.1569213867188,376.8617858886719,0.9999927282333374,610.1784057617188,343.2005920410156,0.9999759197235107,597.036865234375,343.8919677734375,0.9999867677688599,626.3977661132812,301.4557189941406,0.9999998807907104,584.8609619140625,323.7843017578125,0.9999990463256836,590.3778076171875,271.2367858886719,0.9999994039535522
33,578.584716796875,378.16143798828125,0.9998037219047546,600.685302734375,353.32073974609375,0.9999667406082153,585.3167724609375,355.0177001953125,0.9999817609786987,625.8479614257812,301.81683349609375,0.9999998807907104,584.6255493164062,323.8829040527344,0.9999980926513672,589.52001953125,271.1888732910156,0.9999996423721313
34,574.6658325195312,382.2144775390625,0.9999902248382568,594.9581909179688,361.61358642578125,0.999941349029541,583.19677734375,354.85205078125,0.9999855756759644,625.0533447265625,301.8178405761719,0.9999998807907104,584.28466796875,323.1307067871094,0.9999995231628418,588.9776000976562,272.8200988769531,0.9999998807907104
35,571.0119018554688,390.3670349121094,0.9999945163726807,590.8422241210938,367.1017150878906,0.9958320260047913,582.26220703125,355.77911376953125,0.9999992847442627,624.2429809570312,303.0364990234375,0.9999997615814209,583.713134765625,323.4623107910156,0.9999998807907104,590.3259887695312,276.7548522949219,0.9999997615814209
36,561.0729370117188,400.19622802734375,0.999972939491272,587.1847534179688,363.1125793457031,0.9815933108329773,581.371826171875,354.5005187988281,0.9999963045120239,624.378173828125,304.5919189453125,1.0,582.656494140625,323.4465637207031,1.0,593.3831787109375,281.4602355957031,0.9999998807907104
37,556.0880126953125,404.9493408203125,0.9999951124191284,588.9180297851562,375.98681640625,0.999947190284729,580.1345825195312,357.2922058105469,0.9999994039535522,625.385498046875,309.50115966796875,1.0,582.7950439453125,321.67938232421875,1.0,600.1644287109375,292.9132995605469,0.9999998807907104
38,549.9142456054688,411.3731689453125,0.999998927116394,587.44970703125,381.4421081542969,0.9999901056289673,562.07958984375,378.4398498535156,0.9989500641822815,623.0928955078125,315.8585510253906,0.9999978542327881,583.4224243164062,321.970947265625,1.0,603.4605712890625,301.6620178222656,0.9999990463256836
39,544.8067626953125,418.17138671875,0.9999986886978149,586.732421875,381.68212890625,0.9999979734420776,557.4523315429688,387.6082458496094,0.999998927116394,615.6763916015625,343.26885986328125,1.0,583.208251953125,324.3548889160156,1.0,605.87548828125,310.6639404296875,0.9999998807907104
40,543.135498046875,422.1824951171875,0.9999878406524658,584.3472900390625,383.4416198730469,0.9999966621398926,556.7395629882812,384.97894287109375,0.9999992847442627,605.3134155273438,364.49798583984375,0.9999947547912598,584.3177490234375,325.23907470703125,0.9999998807907104,604.0844116210938,320.520751953125,0.9999994039535522
41,539.917236328125,424.61004638671875,0.999988317489624,569.8718872070312,389.6271057128906,0.999480664730072,555.9698486328125,385.6524963378906,0.9999897480010986,594.4963989257812,379.8013916015625,1.0,582.9653930664062,328.1111755371094,0.9999996423721313,603.9019775390625,329.4877624511719,0.9999909400939941
42,535.6643676757812,426.6109619140625,0.9999668598175049,568.9188842773438,399.9512634277344,0.9999904632568359,556.3963012695312,386.3800354003906,0.9999947547912598,596.8375854492188,379.7162170410156,1.0,576.5432739257812,333.26629638671875,0.9999979734420776,602.8917846679688,336.4278259277344,0.9999996423721313
43,536.1065063476562,426.89892578125,0.9999302625656128,566.5636596679688,402.71197509765625,0.9999995231628418,558.6084594726562,387.88629150390625,0.9999979734420776,597.8412475585938,380.1687927246094,1.0,554.674072265625,368.5272216796875,0.999954342842102,597.2278442382812,335.5212707519531,1.0
44,535.1775512695312,423.928955078125,0.999981164932251,565.5303955078125,397.48974609375,0.9999980926513672,556.7719116210938,388.19024658203125,0.9999973773956299,597.111572265625,379.91717529296875,1.0,549.5213623046875,364.49285888671875,0.999998927116394,592.11865234375,333.8125305175781,0.9999998807907104
45,533.6956176757812,421.66583251953125,0.9997355341911316,563.2660522460938,397.02630615234375,0.9999991655349731,555.8292846679688,389.51019287109375,0.9999600648880005,597.1041870117188,380.0735168457031,1.0,549.4494018554688,366.0977478027344,0.9999992847442627,590.01513671875,332.68011474609375,0.9999997615814209
46,534.3336181640625,419.0746765136719,0.9998264908790588,561.7896118164062,397.6319885253906,0.9999985694885254,554.6624145507812,389.64947509765625,0.9999796152114868,597.3863525390625,379.5076904296875,0.9999998807907104,547.27392578125,365.44403076171875,0.9999991655349731,588.5330200195312,332.60321044921875,0.9999990463256836
47,533.1997680664062,416.5054016113281,0.9990149736404419,560.4584350585938,396.6895751953125,0.999996542930603,554.267822265625,389.6685485839844,0.9999905824661255,597.5801391601562,378.65679931640625,0.9999998807907104,546.8010864257812,363.7807922363281,0.9999995231628418,587.4057006835938,331.3127136230469,0.9999992847442627
48,216.17864990234375,680.343505859375,0.9927269220352173,558.3959350585938,398.4964294433594,0.9999850988388062,551.77001953125,392.5074157714844,0.9997027516365051,596.5311889648438,379.2165832519531,1.0,546.72412109375,363.24273681640625,0.9999995231628418,586.5807495117188,330.9265441894531,0.999998927116394
49,533.1307373046875,412.6791076660156,0.999758780002594,556.9865112304688,397.66583251953125,0.9999889135360718,547.503662109375,389.6923522949219,0.9999518394470215,596.484619140625,379.48358154296875,1.0,544.8983154296875,363.2147216796875,0.9999994039535522,586.9248657226562,331.7918395996094,0.9999990463256836
50,215.5033721923828,680.4122314453125,0.9908905625343323,554.5725708007812,396.0977783203125,0.9999746084213257,543.0308227539062,387.76104736328125,0.9999189376831055,596.4818115234375,379.6019287109375,0.9999998807907104,547.8111572265625,363.5604248046875,0.9999991655349731,586.4493408203125,332.75146484375,0.9999983310699463
51,526.9302368164062,408.99932861328125,0.9953609108924866,550.3291015625,395.3758544921875,0.9999953508377075,542.5444946289062,388.5897521972656,0.9997846484184265,596.3858642578125,379.39727783203125,1.0,544.870361328125,360.06085205078125,0.9999991655349731,585.9794311523438,332.4329528808594,0.9999988079071045
52,524.9771728515625,407.9166564941406,0.998512327671051,549.684326171875,396.01043701171875,0.9999901056289673,541.8390502929688,390.5484924316406,0.9994332194328308,596.1467895507812,379.2325134277344,0.9999998807907104,545.1149291992188,360.6890563964844,0.9999979734420776,585.3781127929688,332.7816467285156,0.9999990463256836
53,522.0606079101562,408.7938232421875,0.9995146989822388,549.4127197265625,395.52044677734375,0.9999899864196777,542.8052978515625,391.0147399902344,0.9987558126449585,595.86767578125,379.36212158203125,0.9999998807907104,547.9071044921875,363.4560546875,0.9999978542327881,585.6519165039062,333.0702209472656,0.9999983310699463
54,522.2991333007812,408.10260009765625,0.9997987151145935,547.503173828125,395.8273010253906,0.9999911785125732,541.1581420898438,390.8992614746094,0.9990129470825195,596.1185302734375,379.1383056640625,0.9999998807907104,546.07666015625,362.01953125,0.9999972581863403,585.3062744140625,333.1708984375,0.9999986886978149
55,523.238525390625,407.74871826171875,0.9982413053512573,546.848876953125,395.1489562988281,0.9999420642852783,540.32958984375,390.2399597167969,0.9996898174285889,595.3414306640625,379.0064697265625,0.9999998807907104,547.2738037109375,363.0090026855469,0.9999982118606567,584.6064453125,334.1368103027344,0.999998927116394
56,525.3884887695312,407.76373291015625,0.9998564720153809,547.0843505859375,395.1820068359375,0.9999197721481323,539.1826171875,389.11004638671875,0.9999521970748901,595.4266967773438,378.96844482421875,0.9999998807907104,547.8936767578125,363.16192626953125,0.9999984502792358,585.2236938476562,334.51251220703125,0.999997615814209
57,529.1116943359375,411.4031982421875,0.99834144115448,549.1127319335938,396.6162109375,0.9999504089355469,540.578125,389.50042724609375,0.9999405145645142,595.3416137695312,378.6470031738281,0.9999998807907104,548.0686645507812,363.7209777832031,0.9999986886978149,585.0526733398438,333.6064758300781,0.9999988079071045
58,532.8009033203125,410.4161071777344,0.9603937268257141,548.9901123046875,396.39093017578125,0.9999344348907471,543.9100952148438,390.0587463378906,0.9997164607048035,595.4490966796875,377.7282409667969,0.9999998807907104,548.3125610351562,363.463134765625,0.999998927116394,584.2845458984375,333.2284240722656,0.9999995231628418
59,533.863037109375,410.6593933105469,0.9471803307533264,549.2225952148438,397.41510009765625,0.9999761581420898,543.2537841796875,390.8352355957031,0.9985746145248413,595.4304809570312,377.8890075683594,0.9999998807907104,547.3980102539062,362.3728332519531,0.9999990463256836,584.2752685546875,333.1552429199219,0.9999995231628418
60,532.1724243164062,410.8930358886719,0.99925297498703,548.6836547851562,399.3594665527344,0.9999773502349854,542.7357177734375,391.84771728515625,0.9989349246025085,595.5125732421875,379.35882568359375,0.9999998807907104,547.5742797851562,362.24462890625,0.9999992847442627,583.8475341796875,335.004150390625,0.9999994039535522
61,215.86077880859375,680.25927734375,0.990433931350708,547.2922973632812,399.7701721191406,0.9999878406524658,542.4453125,392.2806091308594,0.9991853833198547,595.2935180664062,380.3782043457031,0.9999998807907104,547.3067626953125,361.9344482421875,0.999998927116394,583.9452514648438,335.68817138671875,0.9999998807907104
62,216.0123291015625,680.13037109375,0.9773525595664978,547.0150756835938,399.1559753417969,0.9999845027923584,543.4876708984375,392.4815368652344,0.9975606203079224,595.68701171875,380.4883728027344,0.9999998807907104,548.371826171875,362.2900390625,0.9999983310699463,584.3436889648438,335.4736328125,0.9999995231628418
63,533.2114868164062,404.476806640625,0.9701623916625977,547.4644775390625,398.5599365234375,0.9999773502349854,542.5331420898438,391.31451416015625,0.9953193068504333,595.6357421875,379.24407958984375,0.9999998807907104,549.521484375,362.53564453125,0.9999971389770508,583.6701049804688,335.1533508300781,0.9999996423721313
64,216.6744384765625,678.83740234375,0.98696368932724,547.7647094726562,397.9730224609375,0.9999649524688721,544.0086059570312,392.38739013671875,0.9982750415802002,595.3077392578125,379.8018798828125,0.9999998807907104,550.3912353515625,363.36065673828125,0.9999960660934448,582.9779663085938,335.4783630371094,0.9999997615814209
65,215.47010803222656,679.6571044921875,0.9959237575531006,547.335205078125,397.7470397949219,0.999934196472168,544.3162841796875,391.72998046875,0.9967652559280396,594.9486694335938,379.4935607910156,0.9999998807907104,548.5267333984375,359.8897705078125,0.9999918937683105,582.7195434570312,336.417236328125,0.9999998807907104
66,215.9134063720703,679.094970703125,0.9904926419258118,546.6619262695312,395.6262512207031,0.9997395873069763,544.4320068359375,390.1928405761719,0.9964882135391235,595.0154418945312,379.82415771484375,0.9999998807907104,548.3256225585938,358.989501953125,0.9999951124191284,582.7576293945312,336.87689208984375,0.9999998807907104
67,215.564453125,679.4121704101562,0.9965608716011047,545.4649047851562,394.5301208496094,0.9966087341308594,543.593994140625,389.6846923828125,0.9974592328071594,595.0852661132812,380.0847473144531,0.9999998807907104,549.0170288085938,359.67498779296875,0.9999910593032837,582.7308349609375,337.11639404296875,0.9999998807907104
68,215.56475830078125,679.170654296875,0.990148663520813,544.5833740234375,392.0428466796875,0.9813826680183411,543.042724609375,389.256591796875,0.9919519424438477,595.5571899414062,380.357177734375,0.9999997615814209,549.241455078125,362.92425537109375,0.9999871253967285,582.1390991210938,337.3399658203125,0.9999998807907104
69,215.52462768554688,678.96435546875,0.9907984733581543,542.9301147460938,392.85760498046875,0.9828841090202332,543.0640258789062,389.0646667480469,0.9975528120994568,595.3700561523438,380.7990417480469,0.9999997615814209,549.6739501953125,364.46746826171875,0.9999957084655762,580.9768676757812,339.4095458984375,1.0
70,215.41957092285156,680.1961059570312,0.9811791777610779,543.0507202148438,395.780517578125,0.986277163028717,541.455078125,390.4527282714844,0.9983693957328796,594.9581298828125,380.1778259277344,0.9999997615814209,549.70068359375,365.155029296875,0.9999947547912598,579.949951171875,340.4151916503906,1.0
71,215.86276245117188,679.8543701171875,0.9844494462013245,542.3629150390625,395.0165710449219,0.9540064334869385,540.284423828125,390.3926696777344,0.9985337257385254,594.8973999023438,380.5953369140625,0.9999996423721313,548.6990356445312,365.1418151855469,0.9999945163726807,579.1102294921875,341.95458984375,1.0
72,215.58779907226562,679.867919921875,0.9951122403144836,544.8558959960938,396.0306396484375,0.8371099829673767,544.5925903320312,390.20343017578125,0.9843887090682983,595.1516723632812,379.97161865234375,0.9999996423721313,548.1622314453125,364.3128662109375,0.9999959468841553,579.2669067382812,342.2098083496094,1.0
73,215.9047088623047,678.669921875,0.9953364729881287,544.3797607421875,398.3763732910156,0.9993476271629333,542.0557250976562,392.2183532714844,0.991267740726471,594.3911743164062,379.6466064453125,0.9999997615814209,547.7881469726562,362.9736328125,0.9999978542327881,579.5764770507812,340.87628173828125,1.0
74,215.5966796875,680.1883544921875,0.9989824891090393,542.6517944335938,397.96881103515625,0.9996851682662964,538.9240112304688,391.17559814453125,0.9988252520561218,594.4096069335938,378.71307373046875,0.9999997615814209,548.5919189453125,363.58355712890625,0.9999977350234985,580.0859375,340.1900634765625,1.0
75,216.7074432373047,678.6033325195312,0.9973021745681763,546.9931030273438,400.18817138671875,0.5600438714027405,542.937255859375,393.6377258300781,0.9074294567108154,594.6619262695312,377.7104187011719,0.9999997615814209,548.3630981445312,363.7680358886719,0.9999988079071045,580.1673583984375,337.60797119140625,1.0
76,216.69775390625,678.4905395507812,0.9962856769561768,548.2442016601562,397.28265380859375,0.170405775308609,539.8733520507812,388.9583740234375,0.23338823020458221,594.5985107421875,377.6292724609375,0.9999998807907104,546.0474243164062,364.4496765136719,0.9999979734420776,581.0824584960938,333.9599914550781,0.9999998807907104
77,548.180908203125,411.1663513183594,0.9999018907546997,557.6360473632812,397.66058349609375,0.999958872795105,543.67333984375,390.1081848144531,0.9994088411331177,594.8094482421875,378.3579406738281,0.9999998807907104,549.20263671875,365.8388977050781,0.9999983310699463,582.8325805664062,331.0957336425781,0.9999998807907104
78,215.69459533691406,678.1053466796875,0.9885423183441162,564.8113403320312,395.74969482421875,0.9999960660934448,548.921630859375,387.9510803222656,0.9999775886535645,595.265869140625,377.5357666015625,0.9999997615814209,552.3212280273438,362.55474853515625,0.9999909400939941,584.18017578125,327.1278076171875,0.9999995231628418
79,555.0142822265625,410.21881103515625,0.9982175230979919,566.6777954101562,394.4156188964844,0.9999814033508301,548.9970703125,387.8795471191406,0.9999977350234985,595.94970703125,376.2568664550781,0.9999997615814209,552.1678466796875,362.88323974609375,0.9999966621398926,584.9515991210938,324.6295471191406,0.9999997615814209
80,556.5823364257812,417.40667724609375,0.999992847442627,567.968505859375,395.423583984375,0.9999802112579346,550.6591186523438,389.638427734375,0.9999982118606567,595.6431274414062,375.927734375,0.9999998807907104,552.04052734375,362.7945251464844,0.9999982118606567,585.1179809570312,323.388427734375,0.9999998807907104
