Experiment_Start,"(1, 'Stim_Start')","(2, 'Stim_Start')","(3, 'Stim_Start')","(4, 'Stim_Start')","(5, 'Stim_Start')","(6, 'Stim_Start')","(7, 'Stim_Start')","(8, 'Stim_Start')","(9, 'Stim_Start')","(10, 'Stim_Start')","(11, 'Stim_Start')","(12, 'Stim_Start')","(13, 'Stim_Start')","(14, 'Stim_Start')","(15, 'Stim_Start')","(16, 'Stim_Start')","(17, 'Stim_Start')","(18, 'Stim_Start')","(19, 'Stim_Start')","(20, 'Stim_Start')","(21, 'Stim_Start')","(22, 'Stim_Start')","(23, 'Stim_Start')","(24, 'Stim_Start')","(25, 'Stim_Start')","(26, 'Stim_Start')","(27, 'Stim_Start')","(28, 'Stim_Start')","(29, 'Stim_Start')","(30, 'Stim_Start')","(31, 'Stim_Start')","(32, 'Stim_Start')","(33, 'Stim_Start')","(34, 'Stim_Start')","(35, 'Stim_Start')","(36, 'Stim_Start')","(37, 'Stim_Start')","(38, 'Stim_Start')","(39, 'Stim_Start')","(40, 'Stim_Start')","(41, 'Stim_Start')","(42, 'Stim_Start')","(43, 'Stim_Start')","(44, 'Stim_Start')","(45, 'Stim_Start')","(46, 'Stim_Start')","(47, 'Stim_Start')","(48, 'Stim_Start')","(49, 'Stim_Start')","(50, 'Stim_Start')","(51, 'Stim_Start')","(52, 'Stim_Start')","(53, 'Stim_Start')","(54, 'Stim_Start')","(55, 'Stim_Start')","(56, 'Stim_Start')","(57, 'Stim_Start')","(58, 'Stim_Start')","(59, 'Stim_Start')","(60, 'Stim_Start')","(61, 'Stim_Start')","(62, 'Stim_Start')","(63, 'Stim_Start')","(64, 'Stim_Start')","(65, 'Stim_Start')","(66, 'Stim_Start')","(67, 'Stim_Start')","(68, 'Stim_Start')","(69, 'Stim_Start')","(70, 'Stim_Start')"
1699042674.349034,1699042679.8553665,1699042684.7226298,1699042685.4273748,1699042698.894989,1699042700.156615,1699042701.056739,1699042703.9300554,1699042708.7995932,1699042711.1287265,1699042717.9653785,1699042720.4712536,1699042732.3617866,1699042736.120064,1699042743.335126,1699042744.040535,1699042748.607574,1699042749.148403,1699042749.6603634,1699042750.9069345,1699042751.448193,1699042754.1536822,1699042755.2354982,1699042755.5958912,1699042756.8282828,1699042761.861259,1699042765.1019766,1699042803.3167071,1699042807.2638578,1699042808.7050376,1699042809.424139,1699042813.0105493,1699042813.3703926,1699042816.258026,1699042819.1406233,1699042861.673074,1699042868.9968545,1699042871.3288913,1699042871.852385,1699042875.2773788,1699042878.885537,1699042879.4249823,1699042886.633674,1699042891.1233532,1699042897.5967758,1699042901.38372,1699042903.9091012,1699042904.630509,1699042907.8585894,1699042909.484818,1699042910.0077965,1699042910.550679,1699042920.6423426,1699042934.4902053,1699042935.19943,1699042944.333599,1699042945.7772145,1699042952.8072453,1699042953.6938848,1699042959.7887595,1699042966.808819,1699042967.170079,1699042968.0277689,1699042968.5675044,1699042969.29065,1699042969.650806,1699042969.9964747,1699042976.1108658,1699042986.1911302,1699042991.6682177,1699042991.9659286
