Experiment_Start,"(1, 'Stim_Start')","(2, 'Stim_Start')","(3, 'Stim_Start')","(4, 'Stim_Start')","(5, 'Stim_Start')","(6, 'Stim_Start')","(7, 'Stim_Start')","(8, 'Stim_Start')","(9, 'Stim_Start')","(10, 'Stim_Start')","(11, 'Stim_Start')","(12, 'Stim_Start')","(13, 'Stim_Start')","(14, 'Stim_Start')","(15, 'Stim_Start')","(16, 'Stim_Start')","(17, 'Stim_Start')","(18, 'Stim_Start')","(19, 'Stim_Start')","(20, 'Stim_Start')","(21, 'Stim_Start')","(22, 'Stim_Start')","(23, 'Stim_Start')","(24, 'Stim_Start')","(25, 'Stim_Start')","(26, 'Stim_Start')","(27, 'Stim_Start')","(28, 'Stim_Start')","(29, 'Stim_Start')","(30, 'Stim_Start')","(31, 'Stim_Start')","(32, 'Stim_Start')","(33, 'Stim_Start')","(34, 'Stim_Start')","(35, 'Stim_Start')","(36, 'Stim_Start')","(37, 'Stim_Start')","(38, 'Stim_Start')","(39, 'Stim_Start')","(40, 'Stim_Start')","(41, 'Stim_Start')","(42, 'Stim_Start')","(43, 'Stim_Start')","(44, 'Stim_Start')","(45, 'Stim_Start')","(46, 'Stim_Start')","(47, 'Stim_Start')","(48, 'Stim_Start')","(49, 'Stim_Start')","(50, 'Stim_Start')","(51, 'Stim_Start')","(52, 'Stim_Start')","(53, 'Stim_Start')","(54, 'Stim_Start')","(55, 'Stim_Start')","(56, 'Stim_Start')","(57, 'Stim_Start')","(58, 'Stim_Start')","(59, 'Stim_Start')","(60, 'Stim_Start')","(61, 'Stim_Start')","(62, 'Stim_Start')","(63, 'Stim_Start')","(64, 'Stim_Start')","(65, 'Stim_Start')","(66, 'Stim_Start')","(67, 'Stim_Start')","(68, 'Stim_Start')"
1699302676.632882,1699302681.6374974,1699302689.3830807,1699302689.74811,1699302690.272601,1699302698.2613738,1699302707.0726745,1699302709.2206106,1699302710.0843394,1699302710.5342915,1699302711.543591,1699302711.792925,1699302713.077354,1699302713.6820025,1699302719.685441,1699302746.3922813,1699302757.2866375,1699302760.3695035,1699302761.799806,1699302762.7112956,1699302763.0773158,1699302771.7019925,1699302773.111226,1699302773.5381365,1699302774.4042034,1699302776.0875525,1699302776.8551693,1699302784.5970464,1699302785.141591,1699302787.3172145,1699302794.8557887,1699302796.1672812,1699302797.7653944,1699302801.1583028,1699302801.5263164,1699302804.5175354,1699302805.8770704,1699302806.7269132,1699302820.229988,1699302822.0404086,1699302831.591292,1699302832.8060427,1699302842.5189354,1699302844.0530102,1699302847.8167243,1699302849.222541,1699302849.618524,1699302855.3178065,1699302869.4620507,1699302879.8305695,1699302880.9017045,1699302884.4215765,1699302885.8573627,1699302886.694308,1699302887.4941678,1699302888.2626836,1699302888.7694495,1699302889.140455,1699302890.0832968,1699302893.6044636,1699302894.1968794,1699302896.4538984,1699302898.1183991,1699302900.500329,1699302904.2628856,1699302904.6897445,1699302906.7044961,1699302909.2049367,1699302919.7812276
