;Animal1;Animal1;Animal1;Animal1;Animal1;Animal1;Animal1;Animal1;Animal1;Animal1;Animal1;Animal1;Time;Experiment;Experiment
;snout;snout;right-forepaw;right-forepaw;left-forepaw;left-forepaw;right-hindpaw;right-hindpaw;left-hindpaw;left-hindpaw;tail-base;tail-base;;Status;Trial
;x;y;x;y;x;y;x;y;x;y;x;y;;;
Frame;;;;;;;;;;;;;;;
5625;630.7045226097107;227.1132105588913;668.4425224661827;238.4987711906433;658.5416938066483;212.49297362565994;708.3723143339157;224.12123727798462;671.9434013366699;199.2896294593811;711.543221950531;188.00462907366455;175.974;True;InterTrial
5628;626.5213080644608;230.6354947090149;667.3698146939278;239.2339518070221;658.5610311031342;211.68200650811195;708.1293097436428;224.01694917678833;671.8857607841492;199.40765714645386;710.7152614593506;187.753756031394;176.072;True;InterTrial
5630;617.7240285873413;228.9654662013054;667.7199520468712;238.86013770103455;658.5217446088791;212.36159777641296;708.6093501448631;223.98495292663574;671.7844450473785;198.34553575515747;709.7228585481644;186.73355865478516;176.166;True;InterTrial
5634;609.4731113910675;224.86712098121643;668.4906959235668;238.0654900074005;657.6795465946198;212.03421334549785;707.5870484113693;225.74293541908264;672.4158754348755;199.23350644111633;709.3235687017441;189.6799887418747;176.264;True;InterTrial
5637;605.7132927179337;232.13867902755737;668.360153824091;236.9427118897438;657.1020359992981;212.18913058936596;707.5270780622959;226.03735625743866;671.6996381282806;198.69006180763245;708.6055426001549;191.52075266838074;176.374;True;InterTrial
5640;602.3326525688171;239.12134957313538;667.5349681377411;237.46045243740082;656.331068277359;211.2801005244255;707.8384682536125;227.92257295548916;671.3191266059875;197.85948526859283;706.9704356193542;193.87152242660522;176.47;True;InterTrial
5643;602.9906525611877;245.42044639587402;665.1205821037292;237.32921969890594;626.8552695512772;218.65398561954498;681.8229079246521;240.0618507862091;669.9355549812317;197.63014662265778;704.7493295669556;200.99020886421204;176.568;True;InterTrial
5646;600.3011298179626;243.63284224271774;662.0935387611389;240.12452507019043;627.132838666439;219.28676337003708;678.2174129486084;241.827552318573;668.5389474034309;197.72566831111908;700.2747811675072;205.68838715553284;176.678;True;InterTrial
5649;590.6724972724915;238.24726462364197;629.8512977361679;238.28346014022827;627.0090634822845;219.87297792732716;679.5779495239258;240.63794422149658;668.4613927900791;197.37686908245087;701.0592875480652;207.64495086669922;176.776;True;InterTrial
5652;583.7926414012909;239.8302001953125;626.7031625509262;235.60019874572754;626.630903840065;220.54121214151382;679.2954094409943;240.69125318527222;668.713694691658;197.77519178390503;699.5379619002342;209.98440647125244;176.867;True;InterTrial
5658;588.0727488547564;231.8538899421692;626.473321557045;232.96541905403137;627.1241220235825;219.19053429365158;679.2834141254425;240.47518467903137;669.1280555725098;197.96627342700958;698.803183555603;211.23765790462494;177.078;True;InterTrial
5661;582.8336269855499;225.08917236328125;626.0098857879639;232.8093695640564;626.494163274765;218.60397565364838;679.247499704361;240.33520436286926;668.6030395030975;197.82328069210052;698.9674623012543;211.34719240665436;177.17;True;InterTrial
5664;583.0953190326691;227.99369152402505;626.9953359365463;232.59958410263062;627.0700449347496;219.94660507887602;679.6257209777832;240.41000080108643;668.3654834330082;197.84912586212158;698.5504113435745;211.19632959365845;177.272;True;InterTrial
5667;581.9422936439514;229.9451870918274;626.3381279706955;232.90622210502625;626.678062915802;219.65643426775932;679.1450998783112;240.3634741306305;668.4873207211494;197.76621341705322;698.9760098457336;211.67459198832512;177.382;True;InterTrial
5670;583.640962600708;231.07325387001038;626.7194209098816;232.44963598251343;627.0622927546501;219.65138682723045;679.2619714736938;240.42915558815002;669.1764987707138;198.01544165611267;698.8857982158661;211.9554068148136;177.478;True;InterTrial
5673;584.091121673584;233.31866788864136;626.0394804477692;231.95920419692993;625.5583109855652;218.10805428028107;679.2045438289642;240.46976733207703;668.8695752024651;197.735573887825;698.739514708519;212.4703811109066;177.575;True;InterTrial
5675;583.6553614139557;233.55685782432556;626.698024392128;232.75573635101318;626.931195139885;219.50091901421547;679.4706416130066;240.74924302101135;668.7020183205605;197.79651987552643;698.8201947212219;212.4829229414463;177.673;True;InterTrial
5679;584.2597279548645;234.3038444519043;626.6021480560303;233.16413474082947;626.2452527284622;219.29531145095825;679.2532262802124;240.58110761642456;668.8055398464203;197.81633496284485;698.6503788232803;212.4241196513176;177.782;True;InterTrial
5682;584.4169726371765;234.47657346725464;626.213369846344;233.25012469291687;626.6294927597046;219.3568639755249;679.1934237480164;240.49336910247803;669.0659794807434;198.01201152801514;698.9269857406616;212.55855512619019;177.878;True;InterTrial
5685;584.1164383888245;234.7490452528;626.4671430587769;233.01024770736694;626.9277864694595;219.411097407341;679.3776564598083;240.3938865661621;668.7882793545723;197.92932224273682;698.2791991233826;212.42714223265648;177.974;True;InterTrial
5688;583.5506982803345;235.57722347974777;626.9580903053284;232.8188738822937;626.8741068840027;218.72711217403412;679.0082178115845;240.98101425170898;668.8974674344063;197.74871051311493;698.0299139022827;212.67078626155853;178.086;True;InterTrial
5691;581.4642152786255;237.19397795200348;626.75015604496;235.3974175453186;626.6087576150894;219.99602679442614;679.0309808254242;241.48491668701172;668.0372001677752;198.40976405143738;698.8330671787262;209.78311920166016;178.183;True;InterTrial
5697;581.6379375457764;221.95250248908997;627.6945859193802;232.56908416748047;626.8241517543793;218.794983625412;678.8473286628723;241.4731183052063;667.5765642821789;197.79991459846497;698.5560277700424;211.60267728567123;178.376;True;InterTrial
5700;578.0071873664856;223.85779571533203;627.6479166448116;231.53558349609375;627.0920394659042;218.58071863651276;678.5052623748779;240.61356019973755;667.7763652205467;197.81894052028656;698.3826752901077;213.51875817775726;178.488;True;InterTrial
5703;580.2183450162411;226.6521236896515;626.9126335382462;231.7097945213318;626.2664425373077;218.73430955410004;678.9515075683594;240.7759885787964;668.4781295061111;197.39683783054352;698.9820667505264;212.23869916796684;178.584;True;InterTrial
5706;582.5789518356323;230.66709327697754;627.3640073537827;232.21997809410095;626.5615788698196;219.59213441610336;679.0646631717682;240.81641268730164;668.2559489011765;197.65775227546692;699.5343299210072;212.27120381593704;178.68;True;InterTrial
5709;587.3845403790474;229.09875679016113;627.3669723272324;232.37256336212158;627.2423052787781;219.70443353056908;679.2957277297974;240.522442817688;668.1971980184317;197.75511479377747;699.1840081810951;212.3887476325035;178.793;True;InterTrial
5711;587.927676923573;230.5433373451233;626.8966567516327;232.62457275390625;626.1265561580658;219.6249962747097;679.2228591442108;240.30436182022095;668.791300714016;197.99650466442108;699.9387082718313;212.11577972769737;178.887;True;InterTrial
