Experiment_Start,"(1, 'Stim_Start')","(2, 'Stim_Start')","(3, 'Stim_Start')","(4, 'Stim_Start')","(5, 'Stim_Start')","(6, 'Stim_Start')","(7, 'Stim_Start')","(8, 'Stim_Start')","(9, 'Stim_Start')","(10, 'Stim_Start')","(11, 'Stim_Start')","(12, 'Stim_Start')","(13, 'Stim_Start')","(14, 'Stim_Start')","(15, 'Stim_Start')","(16, 'Stim_Start')","(17, 'Stim_Start')","(18, 'Stim_Start')","(19, 'Stim_Start')","(20, 'Stim_Start')","(21, 'Stim_Start')","(22, 'Stim_Start')","(23, 'Stim_Start')","(24, 'Stim_Start')","(25, 'Stim_Start')","(26, 'Stim_Start')","(27, 'Stim_Start')","(28, 'Stim_Start')","(29, 'Stim_Start')","(30, 'Stim_Start')","(31, 'Stim_Start')","(32, 'Stim_Start')","(33, 'Stim_Start')","(34, 'Stim_Start')","(35, 'Stim_Start')","(36, 'Stim_Start')","(37, 'Stim_Start')","(38, 'Stim_Start')","(39, 'Stim_Start')","(40, 'Stim_Start')","(41, 'Stim_Start')","(42, 'Stim_Start')","(43, 'Stim_Start')","(44, 'Stim_Start')","(45, 'Stim_Start')","(46, 'Stim_Start')","(47, 'Stim_Start')","(48, 'Stim_Start')","(49, 'Stim_Start')","(50, 'Stim_Start')","(51, 'Stim_Start')","(52, 'Stim_Start')","(53, 'Stim_Start')","(54, 'Stim_Start')","(55, 'Stim_Start')","(56, 'Stim_Start')","(57, 'Stim_Start')","(58, 'Stim_Start')","(59, 'Stim_Start')","(60, 'Stim_Start')","(61, 'Stim_Start')","(62, 'Stim_Start')","(63, 'Stim_Start')","(64, 'Stim_Start')","(65, 'Stim_Start')","(66, 'Stim_Start')","(67, 'Stim_Start')","(68, 'Stim_Start')"
1699130854.1855323,1699130861.2944536,1699130863.1096694,1699130864.9451554,1699130868.1166565,1699130871.087611,1699130871.9884176,1699130872.5418847,1699130872.9022765,1699130873.4434495,1699130886.9942114,1699130889.4026165,1699130892.0572815,1699130897.1127849,1699130898.571002,1699130899.4411032,1699130906.1784687,1699130908.6655073,1699130920.76207,1699130924.6693914,1699130931.6764355,1699130932.5887046,1699130937.0305574,1699130937.5711231,1699130938.1094244,1699130939.4908168,1699130939.8071382,1699130942.688488,1699130944.1577888,1699130945.253557,1699130953.729409,1699130992.042086,1699130996.2875204,1699130998.222884,1699131001.7326539,1699131005.092039,1699131008.129993,1699131050.5807238,1699131057.0764635,1699131057.614742,1699131059.8069627,1699131063.7677665,1699131067.3660786,1699131068.0556252,1699131075.092902,1699131079.5650713,1699131086.1088915,1699131089.8980482,1699131092.4149244,1699131093.1188474,1699131096.350684,1699131097.9707234,1699131098.5081048,1699131099.0487592,1699131109.0876038,1699131122.95016,1699131123.6578233,1699131131.5906825,1699131132.8418686,1699131134.3345954,1699131141.3273444,1699131142.185406,1699131143.912312,1699131148.2613227,1699131156.6737149,1699131157.708853,1699131158.4161465,1699131164.4301074,1699131165.1519556
