;Animal1;Animal1;Animal1;Animal1;Animal1;Animal1;Animal1;Animal1;Animal1;Animal1;Animal1;Animal1;Time;Experiment;Experiment
;snout;snout;right-forepaw;right-forepaw;left-forepaw;left-forepaw;right-hindpaw;right-hindpaw;left-hindpaw;left-hindpaw;tail-base;tail-base;;Status;Trial
;x;y;x;y;x;y;x;y;x;y;x;y;;;
Frame;;;;;;;;;;;;;;;
360;622.8645792007446;581.8699626922607;617.5441331863403;564.2246097922325;605.0026164054871;573.8061455488205;618.3901286125183;536.8028860092163;574.8738813400269;528.6814594268799;592.5590040683746;497.5554459095001;8.555;True;InterTrial
363;623.4795546531677;582.5200569629669;616.7969357967377;564.3118005692959;604.6144738197327;573.3758949041367;618.2627254724503;536.7756958007812;574.8239855766296;527.6991491317749;591.7812347412109;497.7402329444885;8.735;True;InterTrial
366;614.9215774536133;584.5134456157684;615.8353772163391;565.1570788621902;601.4721531867981;570.3999679088593;618.4880455732346;536.7897443771362;575.0030217170715;527.3262138366699;592.4394781589508;496.567663192749;8.915;True;InterTrial
369;608.760317325592;586.07497382164;614.6133890151978;562.9818943738937;591.7027797698975;568.786630153656;618.595048904419;537.3738312721252;573.9901118278503;529.4559881687164;594.4728446006775;494.19001722335815;9.094;True;InterTrial
372;605.0272254943848;592.7706134319305;613.2312701940536;561.3045225143433;593.5697798728943;568.8844170570374;617.2288897037506;536.4910278320312;574.164487361908;530.4714014530182;593.5134296417236;494.7039387226105;9.276;True;InterTrial
375;582.5357122421265;582.6294505596161;614.070564031601;560.682893037796;593.8018033504486;569.7527112960815;616.7404704093933;536.0230851173401;573.4345310926437;530.9754656553268;594.8003319501877;494.0004389286041;9.455;True;InterTrial
378;561.6950285434723;580.622484087944;598.1815133094788;572.5091350674629;589.2951158285141;575.9170145988464;616.9591753482819;537.476359128952;573.6495983600616;533.125550866127;598.8217666149139;497.29978346824646;9.636;True;InterTrial
381;543.6622443199158;579.1397966742516;583.0290367603302;582.285982131958;567.1520824432373;569.9128794670105;617.9868838787079;538.3835601806641;572.7665323019028;531.9765339996666;601.0069274902344;499.9788607470691;9.816;True;InterTrial
384;518.7016973495483;578.7092791795731;578.797277212143;584.3869872093201;548.3473369181156;565.551754117012;615.2828476428986;543.0716652870178;574.0834283828735;531.804755449295;604.6200688481331;509.66175723075867;9.997;True;InterTrial
387;215.96294593811035;671.7538206577301;;;548.0001809749956;566.8745803833008;591.7247343063354;569.1246848106384;575.7219085693359;533.6122148036957;505.3957962989807;580.3704884052277;10.176;True;InterTrial
390;498.3959147930145;570.6827841997147;531.2965877652168;580.8471468091011;545.3937270641327;566.0733180046082;588.2737573087215;571.9639696367085;553.1686189174652;538.627126455307;599.0752508640289;532.9377608895302;10.358;True;InterTrial
393;491.03047704696655;552.395920753479;533.3501363992691;578.1139327287674;522.0761728286743;552.1921610832214;586.7199681997299;571.7118488550186;552.8408715724945;540.5388660430908;595.5463734567165;535.4334676265717;10.536;True;InterTrial
396;480.0752990245819;538.4731820821762;;;516.5108799934387;542.2534675598145;543.2595911026001;576.0066080093384;552.3965148925781;539.8279692083597;587.8745924383402;544.6162271499634;10.717;True;InterTrial
399;468.6803300976753;535.096953868866;494.2053415775299;554.1869933605194;515.5317859649658;542.8332507610321;545.9176375865936;575.3547983169556;552.7065787315369;539.7812344431877;577.7923765182495;551.7519919872284;10.897;True;InterTrial
402;460.05344872549176;538.8835308551788;486.98844051361084;561.3370409011841;515.8403719365597;542.8034026622772;543.7665250301361;575.5993580818176;550.297990322113;538.9981914758682;569.5657119750977;552.9924812316895;11.079;True;InterTrial
405;444.74041026830673;542.5644354820251;486.0094795227051;562.8511332273483;;;541.9108028411865;573.8740496635437;517.3756467103958;534.88352394104;554.7786046266556;547.2644180655479;11.256;True;InterTrial
408;443.85929657518864;554.5303739309311;487.8612759113312;562.4114623069763;468.1963836401701;550.1524815559387;504.645987033844;572.0296962391585;517.2551667690277;533.8006612062454;544.445524930954;549.7392437458038;11.437;True;InterTrial
411;217.94390273094177;670.218780040741;471.51272773742676;573.1532377004623;460.8321101665497;558.5734796524048;505.78881549835205;574.2788116931915;516.3093063831329;533.5784714221954;538.5215599536896;552.0779638290405;11.618;True;InterTrial
414;217.65719890594482;672.0122375488281;433.6138150691986;578.6574155092239;459.5342349410057;557.725109577179;503.728643655777;574.5610046386719;496.39557671546936;530.2990107536316;519.8758220672607;548.5402852296829;11.799;True;InterTrial
417;218.80205929279327;672.1861996650696;426.3309407234192;581.1668784618378;416.3344097137451;566.9305839538574;488.1288204193115;572.0590393319726;456.339718580246;543.339679479599;492.80341053009033;548.9649369120598;11.98;True;InterTrial
420;217.15906524658203;671.6967196464539;410.32660734653473;575.654379606247;408.94441771507263;562.5353356599808;449.9577679634094;585.207944393158;455.3238227367401;542.624843120575;480.916734457016;560.8507533073425;12.159;True;InterTrial
423;372.9084662795067;572.6557677984238;399.21714091300964;581.208637714386;408.5132942199707;563.6626628637314;449.52634930610657;586.2502179145813;455.32017636299133;543.5046055316925;476.25084659457207;561.1335570812225;12.339;True;InterTrial
426;356.93394672870636;569.7431082725525;395.25984436273575;580.470112234354;406.2916216850281;563.6811750531197;447.7789716720581;585.6521458625793;453.1005160808563;543.0330023765564;472.51879024505615;559.970624923706;12.504;True;InterTrial
429;353.0317323207855;579.7972867637873;393.35715913772583;582.2710490226746;404.90115147829056;564.2304626405239;442.08430457115173;583.2953939437866;415.4943642616272;542.7753984928131;460.8846472501755;555.4570548534393;12.687;True;InterTrial
432;359.2708079814911;587.9374509975314;396.26450431346893;580.0265479981899;368.3375675678253;569.8493044376373;442.32688295841217;583.0721080303192;414.1897304058075;542.2876605987549;449.66844153404236;547.4065336585045;12.866;True;InterTrial
435;357.49868500232697;597.1985294818878;395.7061607539654;579.8514564037323;369.52673840522766;570.1287916898727;433.71281456947327;576.2615911960602;414.5035231113434;541.3690106868744;447.5921776294708;546.4686207771301;13.047;True;InterTrial
438;357.5650187730789;597.1034044027328;394.27936255931854;579.9916340084746;368.6552314758301;570.5096746683121;416.65781831741333;579.4280095696449;411.8831154257059;540.2775101363659;442.8186603784561;543.5132627487183;13.227;True;InterTrial
441;361.4144494533539;600.4283976554871;396.3533377945423;579.835112541914;368.5787169933319;571.301702439785;416.287650346756;577.4222843647003;411.9049618691206;540.5701541900635;441.12746238708496;542.8798289299011;13.408;True;InterTrial
444;351.82333612442017;606.154622554779;;;368.5230278968811;572.0412216186523;416.70737314224243;576.465696811676;412.0652968287468;541.2572348117828;440.2182021141052;542.22438788414;13.586;True;InterTrial
447;353.31515550613403;605.9237122535706;380.24707928299904;598.5002889633179;368.7794506549835;572.0692477151752;415.85252571105957;577.243848323822;411.23890990018845;541.3846403360367;439.95674300193787;541.6860679388046;13.767;True;InterTrial
450;217.32498145103455;671.396856546402;378.178275346756;599.5357007980347;368.7939729690552;571.3968151807785;415.5984342098236;577.0092477798462;411.7865812033415;541.9028886556625;439.193829536438;542.0003457069397;13.948;True;InterTrial
453;218.0043078660965;671.6582314968109;378.01684165000916;599.1215608119965;368.5644962787628;571.0681195259094;416.12446689605713;576.6260251998901;411.97698406502604;542.9627091884613;438.427983045578;542.8473839759827;14.128;True;InterTrial
456;217.19231963157654;671.2024192810059;379.14689987897873;599.6368763446808;370.099463224411;568.5064373016357;415.1263213157654;576.9602589607239;411.60169807076454;542.815046787262;438.366970539093;543.1817581653595;14.309;True;InterTrial
459;216.96063232421875;671.6449415683746;378.2877161502838;599.7109262943268;369.31324672698975;570.0592161417007;414.9121825695038;577.0085320472717;412.0009795106016;543.0626096725464;438.48110818862915;543.5703053474426;14.489;True;InterTrial
462;217.3361895084381;671.2758781909943;379.3077794313431;599.2556128501892;368.9963393211365;569.8610339164734;415.55732679367065;578.4762663841248;411.07168477773666;542.7652003765106;438.3156189918518;543.3948163986206;14.669;True;InterTrial
465;217.87211990356445;671.6351933479309;378.9525465965271;599.3355796337128;369.01815390586853;570.0557897090912;414.8187687397003;578.4088952541351;410.6197645664215;543.2668821811676;438.83230090141296;543.7348380088806;14.849;True;InterTrial
468;217.14993476867676;668.1708628684282;378.4956588745117;599.7124993801117;369.38679575920105;571.2242535948753;414.95738196372986;577.4971466064453;411.27202945947647;541.5689498186111;437.2614517211914;540.7883123159409;15.029;True;InterTrial
